cad0,cad1,cad2,cad3,cad4,cad5,cad6,cad7,cad8,cad9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,y
0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,63
0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,94
0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,71
0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,14
1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,97
1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,161
1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,-82
1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,53
1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,-26
1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,-17
0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,119
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,-109
0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,-162
1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,-72
0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,213
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,-48
1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,-121
1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,75
1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,151
0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,-33
1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,-79
1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,156
0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,-23
1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,126
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,155
1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,27
1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,-29
0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,81
0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,240
1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,31
1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,-129
1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,-214
1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-15
1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,-73
0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,138
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,-33
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,18
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,-52
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,138
0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,85
0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,51
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,-6
1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,-25
1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,17
1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,-22
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,-110
1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,14
1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,71
1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,163
0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,-124
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,-35
0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,-82
1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,88
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,-118
0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,103
1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,57
1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,174
1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,-21
1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,-170
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,151
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-138
0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,59
0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,-117
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-38
1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,-25
0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,86
0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,-8
1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,-47
0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,35
0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,-42
0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,-12
0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,111
0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,34
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,-109
0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,143
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,-98
1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,-39
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,162
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,-28
1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,-36
1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,-91
1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,-13
0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,77
0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,-64
0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,-12
1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,-50
1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,-51
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,199
1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,37
0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,170
0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,221
1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,28
0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,-46
0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,3
1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,130
0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,-123
1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,121
1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,-69
1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-6
1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,116
0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,-10
1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,-30
0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,-42
1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,-25
1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,-253
1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,-87
1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,-101
0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,7
1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,130
1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-36
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,-31
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,-111
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,-117
0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-73
1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,64
0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,15
0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,-25
1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7
0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,-106
1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,172
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,105
0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,54
1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,70
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,-50
0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,-146
0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-7
1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,-19
0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20
0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,-56
0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-56
1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,-67
0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,-73
1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,90
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-42
0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,-14
1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,81
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,37
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,-76
0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,8
0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-179
0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,-29
1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,154
0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,43
1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,278
1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,100
0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,14
1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,74
0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,-54
1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,-125
1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,-130
0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,-15
1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,10
0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,-140
1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,88
0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,85
0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,98
1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,-63
1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,135
1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,-80
1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,-57
1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,-12
0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,8
1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,-40
1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,86
0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,104
1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,191
0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,135
0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,35
0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,74
0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,56
0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,100
1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,-194
1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,87
0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,46
0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,-19
1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,-8
0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,296
0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,-44
0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,148
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,-56
1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,-42
1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,-122
1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,-75
1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,96
1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,145
1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,-41
1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,8
1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,32
0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,15
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,92
0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,-154
0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,161
1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,101
0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,125
0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,-22
0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,-157
1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,-53
0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,7
1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,-68
0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,7
1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,202
1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,168
1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,-77
1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,28
0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,150
0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,-168
0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,-1
1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,117
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,100
1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,79
1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,52
1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,39
1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,15
1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,-10
0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,168
1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,-104
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,-42
0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,-63
0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,-79
0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,-6
0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,154
1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,-130
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,-74
1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,-117
0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,-96
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,152
0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,-16
0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,-19
1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,38
1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,-14
1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,45
0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,-36
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,53
0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,68
1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,-24
1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,-80
1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,49
1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,48
0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,-17
0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,75
1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,-112
1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,-188
1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,-127
0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,-26
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,-2
1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,-47
1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,59
1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,101
0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,19
0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,-86
0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,246
1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,-67
1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,57
1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,-28
0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,124
1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,-101
0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,-35
1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,-85
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-48
1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,37
1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,28
1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,-66
0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,-81
1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,-85
0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,78
1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,-273
0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,47
1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,57
0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,243
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,58
1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,26
0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,19
1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,-91
1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-104
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,-39
1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,-29
0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,91
0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,104
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,-148
1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,9
0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,-77
0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,-138
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,199
0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,118
0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,4
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,17
0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,227
1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,41
0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,-97
1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,157
1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,-176
1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,-124
1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,66
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,-19
1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,45
0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,29
0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,6
0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,112
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,26
1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,77
1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,-154
1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,6
0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,21
1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,44
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,-115
1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-183
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,-73
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,-67
0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,-130
1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-21
1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,-21
1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,-129
1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,93
0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,142
1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,-21
1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,116
1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,103
1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,100
0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,-65
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,148
1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,-109
1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,-39
